,0
0,113653.44786112133
1,174019.70657804658
2,186457.161399214
3,189278.03888551722
4,175358.03441104002
5,173249.3645363745
6,168395.73193145238
7,166178.61220167667
8,181893.23379107035
9,126869.52556438974
10,209324.82006519806
11,89545.04060390289
12,96027.5614544797
13,152631.40843061128
14,121716.9488611279
15,413286.2289289903
16,239771.87531539408
17,303597.7057395602
18,274043.9095326112
19,513106.52732980286
20,319003.4866444741
21,206073.1915559645
22,176704.84116639887
23,175874.62717678733
24,176051.0858340606
25,202102.11938778582
26,375564.3222324093
27,213183.7372066217
28,212378.2686958766
29,226957.60967701004
30,186928.55035261143
31,82962.06272447201
32,174150.01946209546
33,296771.05801541853
34,282448.73485564464
35,240236.12589282228
36,174307.52374125854
37,163296.87545895186
38,156729.27365987533
39,149294.17854316687
40,179662.0389612441
41,147291.54082352063
42,288759.840014486
43,225592.68231080697
44,222657.59445824512
45,189306.55257181893
46,249101.08584387964
47,191378.56311872808
48,165361.42730842243
49,149085.20201563055
50,145664.58100103386
51,172221.79394544795
52,144181.28784726805
53,158100.31686600167
54,203479.40904126983
55,164035.6897562146
56,159180.1486797409
57,139929.1190594255
58,234872.91186775838
59,140752.50747000973
60,140076.34688862402
61,170491.36521370927
62,111670.18399142518
63,123590.59585685594
64,121718.85862029869
65,120519.82772220753
66,103023.08771702542
67,125572.8971345055
68,155011.4946938656
69,173502.8170511906
70,94047.53008228703
71,103702.67108849937
72,164853.536240667
73,114544.92261018799
74,151456.62939867453
75,104270.76640445246
76,69852.52755260433
77,223856.19801098126
78,190171.58774516147
79,89752.9239198772
80,140348.79632068644
81,139160.15573250107
82,251193.73382150845
83,75023.33497389608
84,112135.1373520497
85,130946.16527728614
86,144249.5961575869
87,135923.10631215465
88,119854.99246079465
89,149931.71982641285
90,114719.7945622436
91,131306.59491908734
92,150274.50162557256
93,116457.45021117895
94,173489.3076731852
95,91825.06034480821
96,99890.10221602579
97,95512.91356338402
98,76229.27123915152
99,149234.99153751187
100,137608.86485051643
101,124315.8756209657
102,123585.33701541272
103,157662.2918911769
104,145089.20894773665
105,214924.69652699487
106,69532.40745028324
107,213976.48357544089
108,152265.02372278087
109,134464.48211743525
110,116210.34320281234
111,146116.98417479693
112,247365.81530297792
113,114100.0179708802
114,218068.84829880967
115,249401.2267895472
116,207279.391670431
117,150170.57260142197
118,137126.24000053483
119,200314.7800332273
120,156278.50705742076
121,128780.07553376345
122,325095.7191040205
123,230144.64130639704
124,139956.53156622697
125,75726.29037066795
126,95610.97313013476
127,154182.84061655073
128,96321.7937174349
129,129648.98757948111
130,92149.3530686327
131,113786.14876172022
132,132335.14156204832
133,137156.21201184468
134,114366.36618200497
135,243295.104912828
136,194345.08113606038
137,184323.42036544796
138,188275.89035648355
139,165616.13051975513
140,66038.06991386692
141,114206.2388958624
142,69986.91086421118
143,272151.9662842857
144,241517.0551333655
145,164457.90870239938
146,164701.03779398705
147,206966.38187955206
148,201236.15820841506
149,165666.70785575456
150,147007.86496391115
151,170694.0293356262
152,158530.18806816067
153,129124.27826230529
154,86083.26991212451
155,62449.89625592528
156,90452.59772764896
157,124076.0622382609
158,137783.22552603728
159,159764.28684787123
160,128935.39777955663
161,145845.0132851916
162,288922.4841404942
163,204103.0794758326
164,122473.32571713754
165,171719.21763537455
166,197097.73476384854
167,277391.4800568276
168,184810.19431059645
169,378225.46134822775
170,219837.74476253372
171,239708.9083632957
172,172967.9075084115
173,183156.40760288827
174,180517.81508479113
175,157797.82919945396
176,194274.42604232315
177,193032.76007014382
178,185760.58991569834
179,252044.64717809053
180,184848.3661428619
181,227832.8081997718
182,210578.32814946657
183,229305.7551620197
184,204709.5628540086
185,162379.55168101538
186,155065.01920364436
187,133948.00850781365
188,142627.0989207005
189,110606.09122908527
190,120168.80231949166
191,96610.05377999556
192,95965.20815557364
193,150499.67983968608
194,144878.96252266632
195,144415.7522890295
196,151196.05526196
197,144559.54279125872
198,133485.40697454519
199,160857.85472526573
200,451979.6760808994
201,467232.58901042194
202,393733.969530497
203,451484.51045384235
204,331329.51441739243
205,320414.1792005251
206,381165.0760199634
207,345519.8339504428
208,302081.8870047114
209,366563.174563925
210,250056.46749847732
211,498291.75744443637
212,287037.40869611595
213,236166.93663775583
214,185252.34107541657
215,195250.463647431
216,222072.39124145114
217,464551.4088510279
218,378038.4183440435
219,350639.9592547362
220,270981.5190450499
221,273867.8530891777
222,171529.80278021967
223,160662.06404795716
224,169268.24004429815
225,165029.79611040803
226,165505.71815733236
227,182313.48289864662
228,188330.44566673753
229,178580.03409385736
230,181829.6180912194
231,267206.4801729983
232,167000.7946744562
233,179853.22333107804
234,170625.93926547686
235,271327.3531524391
236,175813.39051039887
237,375338.3594786378
238,346546.40995730134
239,246188.61534491603
240,252725.76525334132
241,260056.05274710534
242,256739.43685239728
243,295150.2068640252
244,234827.59526087675
245,479214.1953800971
246,219808.36458736815
247,219721.32972015438
248,313660.41756164294
249,217295.33429740928
250,255428.43226979926
251,262647.756374987
252,262439.93684622017
253,216187.77439508837
254,213503.4430838864
255,190519.60694076496
256,178968.7712075421
257,122053.11443136664
258,186910.376756883
259,238819.1508037995
260,172057.67435220903
261,119325.92640115236
262,146496.70721135684
263,231517.8305346556
264,249641.41887282897
265,189448.08618931667
266,154038.04503427443
267,178998.45845089425
268,164191.24083142146
269,159952.23825431577
270,124000.02710497947
271,132496.43112646302
272,127152.65992283518
273,123934.32195692281
274,132693.7801461423
275,116404.0131784345
276,344401.97190543555
277,216587.98380940408
278,268713.3666682801
279,242590.0625973723
280,195290.68055087278
281,165823.90272245937
282,183549.9823659473
