,0
0,126291.64866666666
1,154408.047
2,181413.193
3,181881.48933333333
4,198244.871
5,183025.95866666667
6,167760.97166666668
7,176133.76833333334
8,180385.53666666665
9,120259.078
10,196500.71033333332
11,93986.01666666666
12,97310.23233333333
13,152597.44133333332
14,143386.85466666668
15,389771.806
16,250995.97466666668
17,305182.72233333334
18,246180.73033333334
19,452695.55733333336
20,309768.4216666667
21,208781.08233333332
22,176011.45566666668
23,177454.37066666665
24,172934.16766666668
25,201185.483
26,329433.966
27,239333.23133333333
28,211723.19233333334
29,196668.27566666665
30,191572.67833333334
31,96716.02966666667
32,175005.39166666666
33,297620.7683333333
34,299035.07
35,226391.64933333333
36,193708.78066666666
37,153747.45233333332
38,152732.08866666668
39,151250.09033333333
40,173931.18166666667
41,165462.331
42,302250.15733333334
43,233582.51633333333
44,216581.306
45,183008.02433333333
46,213447.127
47,197103.86266666665
48,164329.071
49,151542.94066666666
50,151371.44866666666
51,170200.26566666667
52,147685.481
53,160891.98233333332
54,178904.723
55,159559.868
56,152979.54433333332
57,130703.172
58,223982.09566666666
59,139484.31
60,145394.18566666666
61,160147.97966666668
62,113847.31466666667
63,122412.31666666667
64,123698.72
65,126715.415
66,101841.27233333333
67,127707.68
68,143450.849
69,167684.49066666668
70,129060.745
71,109452.41233333333
72,146886.577
73,116635.78133333333
74,157419.61333333334
75,115819.60266666667
76,77781.05133333334
77,184628.54966666666
78,245526.287
79,114013.24966666667
80,149789.35366666666
81,150626.32366666666
82,218394.81966666668
83,77972.93366666666
84,105743.21433333334
85,121663.42666666667
86,144159.14266666668
87,139836.727
88,114489.17833333333
89,147516.17133333333
90,118056.26466666667
91,143527.59566666666
92,142688.995
93,114499.67533333333
94,176172.41566666667
95,99186.258
96,127482.955
97,92954.34766666667
98,116020.69066666666
99,152731.481
100,152802.93366666668
101,127366.51666666666
102,123929.57366666666
103,163591.568
104,153855.448
105,215714.87833333333
106,78633.80866666666
107,226157.53333333333
108,152371.682
109,126988.094
110,134822.539
111,146745.316
112,239380.492
113,118028.70666666667
114,210239.21566666666
115,210115.057
116,206358.35966666666
117,148563.714
118,144398.59333333332
119,190832.64933333333
120,140848.44766666667
121,129317.741
122,326786.292
123,241085.872
124,140141.16666666666
125,72769.583
126,104707.34166666666
127,150604.065
128,101249.73933333333
129,134189.448
130,107174.216
131,128406.39933333333
132,116763.94133333334
133,140592.89266666668
134,120707.32166666667
135,232004.501
136,170166.69066666666
137,184866.18233333333
138,218061.96666666667
