,0
0,108823.6968931559
1,159259.80360321293
2,168490.08505592518
3,185894.3313201881
4,190209.11724937387
5,174124.52902171703
6,184831.10094741982
7,164935.34867417486
8,200804.629444832
9,111778.79537462405
10,202532.81752228842
11,107933.35337867762
12,92193.61502876173
13,148979.53343934222
14,110616.98965226542
15,350968.69108747854
16,241863.4524278046
17,306260.88647042634
18,300192.6044276512
19,426578.48125856434
20,281186.40747160267
21,216481.0331870551
22,178998.06478325723
23,170527.48941199156
24,201036.4670871544
25,210923.15636077718
26,295998.56937164685
27,239772.25815409492
28,189313.0375014057
29,245619.03499999296
30,217697.30218698463
31,94957.9402891178
32,198819.930056286
33,289878.2525677757
34,267481.29832653166
35,252158.47864172765
36,169117.72691841944
37,171068.70772158375
38,164171.6660713646
39,159905.77645860944
40,203809.15414285503
41,149573.8422483179
42,282113.3643882221
43,244731.68335377777
44,226385.00287959928
45,197736.58935611276
46,247463.86980263624
47,204439.55018264652
48,152863.63579492606
49,136324.91308476284
50,155185.91645672175
51,178725.35766604828
52,155850.49970931894
53,136453.7577284565
54,211907.29242994817
55,170488.69423025294
56,169849.2658418274
57,123745.06308110093
58,227931.89270261992
59,129301.87361086853
60,122752.99883260735
61,194977.37299881957
62,101086.02379234077
63,127938.74494975511
64,94450.45526293525
65,90631.21530512063
66,92320.11647049026
67,150122.74046938855
68,141786.26300137123
69,201416.00025435636
70,151819.034103391
71,101480.94588159522
72,160016.365780011
73,157118.60457625065
74,165093.83421304682
75,110393.14855898861
76,47556.493541830714
77,158970.13799658744
78,228604.88253721799
79,111568.9361735754
80,145458.4616714795
81,146041.56552879582
82,190599.05034171813
83,95306.13109246054
84,109784.9631020106
85,138449.91300305282
86,153854.81588291013
87,134843.96860953883
88,110870.25576002925
89,137130.14854490646
90,141856.50564277248
91,138394.4842744541
92,152173.90035951414
93,113102.76324584417
94,166060.1908145739
95,82097.63164234543
96,112658.54104776095
97,120599.44841341919
98,72584.10224549161
99,145776.33228208032
100,157380.9760065177
101,136286.51683160188
102,120099.47136550184
103,161858.58150579166
104,134514.10911823524
105,236510.40231907333
106,84981.81429252398
107,236885.35615401535
108,124304.25710048317
109,143175.38328979706
110,102795.65662548362
111,141570.09729005035
112,254146.38465619666
113,115397.47148559836
114,234700.9134756054
115,247734.6680976477
116,194034.80332216993
117,158249.48525172807
118,124938.80271069214
119,192628.03327421297
120,167226.4484147407
121,126023.19957540865
122,288276.46669326525
123,225821.49391483213
124,151962.33336355304
125,48847.48581657169
126,106790.60654201018
127,155295.45819759445
128,104546.04042398825
129,137601.81696521843
130,69169.8563593225
131,146057.096018408
132,131579.98468964724
133,141870.44173051516
134,113672.90009984336
135,220517.2832845951
136,166677.70508645033
137,190944.90679907316
138,189744.21938624553
139,187242.84454935434
140,38495.35704441895
141,118495.60469928928
142,66670.86135606378
143,271969.9931186455
144,246190.56272996805
145,164320.4816026146
146,166974.50795913307
147,226770.61466272944
148,195406.9901278162
149,151446.89649451597
150,133833.7428217613
151,191138.9126704884
152,165109.06340509903
153,139282.33952310437
154,79003.39420096125
155,52952.8395259034
156,73218.18379465377
157,114167.56072029506
158,155788.03924187488
159,150592.46067927175
160,135261.30008647247
161,157991.64891308863
162,257290.82275571945
163,219774.04353795358
164,122140.43760788781
165,182273.06211159538
166,182128.49337381852
167,278144.1895182711
168,172595.1455538395
169,328120.3110870479
170,212608.5833434736
171,224777.98795711645
